Name,Version,Need Pedigree Review,Reason,Review Level,License Types,Declared License,License Status,Path
multicast-dns-service-types,1.1.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,multicast-dns-service-types
mylib,0.0.0,true,New package and not exempt,,,ISC,Approved | Reference Only,resolve/test/resolver/nested_symlinks/mylib
nan,2.14.0,false,Previously pedigree reviewed,2,MIT UNKNOWN,MIT,Needs Review,nan
nanomatch,1.2.13,false,Exempt - Version closely related to 1.2.6,2,MIT,MIT,Approved,nanomatch
napi-build-utils,1.0.0,false,Previously pedigree reviewed,2,MIT,,Approved,napi-build-utils/napi-build-utils-1.0.0.tgz/napi-build-utils-1.0.0.tar/package/napi-build-utils-1.0.0.tgz/napi-build-utils-1.0.0.tar/package/napi-build-utils-1.0.0.tgz
napi-build-utils,1.0.1,false,Exempt - Version closely related to 1.0.0,2,MIT,MIT,Approved,napi-build-utils
nconf,0.10.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,nconf
needle,2.3.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,fsevents/node_modules/needle
needle,2.4.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,needle
negotiator,0.6.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/negotiator
neo-async,2.6.1,false,Exempt - Version closely related to 2.6.0,2,MIT UNKNOWN,MIT,Needs Review,neo-async
nice-try,1.0.5,false,Previously pedigree reviewed,2,MIT,MIT,Approved,nice-try
node-abi,2.12.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,node-abi
node-forge,0.9.0,true,New version and not exempt,,BSD-3-Clause GPL-2.0 KEYWORD MIT Other-Approved UNKNOWN,BSD-3-Clause|GPL-2.0,Needs Review | Needs Legal Approval,node-forge
node-forge-flash,0.0.0,false,Previously pedigree reviewed,2,,BSD-3-Clause|GPL-2.0,Needs Review | Reference Only,node-forge/flash
node-libs-browser,2.2.1,false,Exempt - Version closely related to 2.2.0,2,MIT,MIT,Approved,node-libs-browser
node-pre-gyp,0.12.0,false,Exempt - Expected license matched,2,BSD-3-Clause,BSD-3-Clause,Approved,fsevents/node_modules/node-pre-gyp
node-pty-prebuilt-multiarch,0.9.0,true,New package and not exempt,,MIT Other-Approved X11,MIT,Approved,node-pty-prebuilt-multiarch
noop-logger,0.1.1,false,Previously pedigree reviewed,2,,MIT,Approved | Reference Only,noop-logger
nopt,4.0.1,false,Previously pedigree reviewed,2,ISC,ISC,Approved,fsevents/node_modules/nopt
normalize-path,2.1.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,anymatch/node_modules/normalize-path
normalize-path,3.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,normalize-path
npm-bundled,1.0.6,false,Exempt - Version closely related to 1.0.3,2,ISC,ISC,Approved,fsevents/node_modules/npm-bundled
npm-packlist,1.4.1,false,Previously pedigree reviewed,2,ISC,ISC,Approved,fsevents/node_modules/npm-packlist
npm-run-path,2.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,npm-run-path
npmlog,4.1.2,false,Exempt - Version closely related to 4.1.0,2,ISC,ISC,Approved,fsevents/node_modules/npmlog
number-is-nan,1.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,fsevents/node_modules/number-is-nan
nw-pre-gyp-module-test,0.0.1,false,Previously pedigree reviewed,2,,,No license information available,fsevents/node_modules/node-pre-gyp/lib/util/nw-pre-gyp
oauth-sign,0.9.0,false,Previously pedigree reviewed,2,Apache-2.0,Apache-2.0,Approved,oauth-sign
object-assign,4.1.1,false,Exempt - Version closely related to 4.1.0,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/object-assign
object-copy,0.1.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,object-copy
object-inspect,1.6.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,object-inspect
object-is,1.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,object-is
object-keys,1.1.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,object-keys
object-visit,1.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,object-visit
object.getownpropertydescriptors,2.0.3,false,Previously pedigree reviewed,2,MIT,MIT,Approved,object.getownpropertydescriptors
object.omit,2.0.1,false,Exempt - Version closely related to 2.0.0,2,MIT,MIT,Approved,object.omit
object.pick,1.3.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,object.pick
obuf,1.1.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,obuf
on-finished,2.3.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/on-finished
on-headers,1.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/on-headers
once,1.4.0,false,Previously pedigree reviewed,2,ISC,ISC,Approved,fsevents/node_modules/once
opn,5.5.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,opn
original,1.0.2,false,Exempt - Version closely related to 1.0.0,2,MIT,MIT,Approved,original
os-browserify,0.3.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,os-browserify
os-homedir,1.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,fsevents/node_modules/os-homedir
os-locale,1.4.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,os-locale
os-locale,3.1.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,webpack-cli/node_modules/os-locale
os-tmpdir,1.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,fsevents/node_modules/os-tmpdir
osenv,0.1.5,false,Previously pedigree reviewed,2,ISC,ISC,Approved,fsevents/node_modules/osenv
p-defer,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,p-defer
p-finally,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,p-finally
p-is-promise,2.1.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,p-is-promise
p-limit,2.2.1,false,Exempt - Version closely related to 2.2.0,2,MIT,MIT,Approved,p-limit
p-locate,3.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,import-local/node_modules/p-locate
p-locate,4.1.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,p-locate
p-map,2.1.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,p-map
p-retry,3.0.1,true,New package and not exempt,,MIT,MIT,Approved,p-retry
p-try,2.2.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,p-try
package,unknown,true,New version and not exempt,,,,No license information available,stream-http/test/browser
pako,1.0.10,false,Exempt - Version closely related to 1.0.3,2,MIT Zlib,,Approved,pako
parallel-transform,1.2.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,parallel-transform
parse-asn1,5.1.5,false,Exempt - Version closely related to 5.1.1,2,ISC,ISC,Approved,parse-asn1
parse-duration,0.1.1,false,Previously pedigree reviewed,2,,MIT,Approved | Reference Only,parse-duration
parse-glob,3.0.4,false,Previously pedigree reviewed,2,MIT,MIT,Approved,parse-glob
parse-ms,2.1.0,true,New package and not exempt,,MIT,MIT,Approved,parse-ms
parse-passwd,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,parse-passwd
parseurl,1.3.3,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/parseurl
pascalcase,0.1.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,pascalcase
path-browserify,0.0.1,false,Exempt - Version closely related to 0.0.0,2,MIT,MIT,Approved,path-browserify
path-dirname,1.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,path-dirname
path-exists,3.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,import-local/node_modules/path-exists
path-exists,4.0.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,path-exists
path-is-absolute,1.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,fsevents/node_modules/path-is-absolute
path-is-inside,1.0.2,false,Previously pedigree reviewed,2,KEYWORD MIT UNKNOWN WTFPL,WTFPL,Needs Review,path-is-inside
path-key,2.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,path-key
path-parse,1.0.6,false,Exempt - Version closely related to 1.0.5,2,MIT,MIT,Approved,path-parse
path-to-regexp,0.1.7,false,Exempt - Version closely related to 0.1.3,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/path-to-regexp
pbkdf2,3.0.17,false,Previously pedigree reviewed,2,MIT,MIT,Approved,pbkdf2
pend,1.2.0,false,Previously pedigree reviewed,2,MIT UNKNOWN,MIT,Needs Review,pend
performance-now,2.1.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,performance-now
pify,2.3.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,globby/node_modules/pify
pify,4.0.1,false,Exempt - Version closely related to 4.0.0,2,MIT,MIT,Approved,pify
pinkie,2.0.4,false,Exempt - Version closely related to 2.0.1,2,MIT,MIT,Approved,pinkie
pinkie-promise,2.0.1,false,Exempt - Version closely related to 2.0.0,2,MIT,MIT,Approved,pinkie-promise
pkg-dir,3.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,import-local/node_modules/pkg-dir
pkg-dir,4.2.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,pkg-dir
portfinder,1.0.25,false,Exempt - Version closely related to 1.0.13,2,MIT UNKNOWN X11,MIT,Needs Review,portfinder
posix-character-classes,0.1.1,false,Previously pedigree reviewed,2,CC-BY-SA-3.0 MIT,MIT,Needs Legal Approval,posix-character-classes
postcss,7.0.20,false,Exempt - Version closely related to 7.0.17,2,MIT,MIT,Approved,postcss
postcss-modules-extract-imports,2.0.0,false,Previously pedigree reviewed,2,ISC,ISC,Approved,postcss-modules-extract-imports
postcss-modules-local-by-default,3.0.2,false,Exempt - Expected license matched,2,MIT,MIT,Approved,postcss-modules-local-by-default
postcss-modules-scope,2.1.0,false,Previously pedigree reviewed,2,ISC UNKNOWN,ISC,Needs Review,postcss-modules-scope
postcss-modules-values,3.0.0,true,New version and not exempt,,ISC UNKNOWN,ISC,Needs Review,postcss-modules-values
postcss-selector-parser,6.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,postcss-selector-parser
postcss-value-parser,4.0.2,false,Exempt - Version closely related to 4.0.1,2,MIT,MIT,Approved,postcss-value-parser
prebuild-install,5.3.2,false,Exempt - Expected license matched,2,MIT,MIT,Approved,prebuild-install
preserve,0.2.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,preserve
pretty-ms,5.0.0,true,New package and not exempt,,MIT,MIT,Approved,pretty-ms
process,0.11.10,false,Exempt - Version closely related to 0.11.9,2,MIT,MIT,Approved,process
process-nextick-args,2.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,fsevents/node_modules/process-nextick-args
process-nextick-args,2.0.1,false,Exempt - Version closely related to 2.0.0,2,MIT,MIT,Approved,process-nextick-args
promise-inflight,1.0.1,false,Previously pedigree reviewed,2,ISC,ISC,Approved,promise-inflight
prop-types,15.7.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,prop-types
properties-parser,0.3.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,properties-parser
proxy-addr,2.0.5,false,Exempt - Version closely related to 2.0.2,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/proxy-addr
prr,1.0.1,false,Exempt - Expected license matched,2,MIT,MIT,Approved,prr
psl,1.4.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,psl
public-encrypt,4.0.3,false,Exempt - Version closely related to 4.0.0,2,MIT,MIT,Approved,public-encrypt
pump,2.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,pumpify/node_modules/pump
pump,3.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,pump
pumpify,1.5.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,pumpify
punycode,1.3.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,node-libs-browser/node_modules/url/node_modules/punycode
punycode,1.4.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,node-libs-browser/node_modules/punycode
punycode,2.1.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,punycode
qs,6.5.2,false,Previously pedigree reviewed,2,BSD-3-Clause,BSD-3-Clause,Approved,express/node_modules/qs
qs,6.7.0,false,Previously pedigree reviewed,2,BSD-3-Clause,BSD-3-Clause,Approved,@kui-shell/proxy/app/node_modules/qs
query-string,6.8.3,false,Exempt - Expected license matched,2,MIT,MIT,Approved,query-string
querystring,0.2.0,false,Previously pedigree reviewed,2,MIT,,Approved,querystring
querystring-es3,0.2.1,false,Previously pedigree reviewed,2,MIT,,Approved,querystring-es3
querystringify,2.1.1,false,Exempt - Version closely related to 2.1.0,2,MIT,MIT,Approved,querystringify
randomatic,3.1.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,randomatic
randombytes,2.1.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,randombytes
randomfill,1.0.4,false,Exempt - Version closely related to 1.0.3,2,MIT,MIT,Approved,randomfill
range-parser,1.2.1,false,Exempt - Version closely related to 1.2.0,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/range-parser
raw-body,2.3.3,false,Exempt - Version closely related to 2.3.2,2,MIT,MIT,Approved,express/node_modules/raw-body
raw-body,2.4.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/raw-body
raw-loader,3.1.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,raw-loader
rc,1.2.8,false,Exempt - Version closely related to 1.2.1,2,Apache-2.0 BSD-2-Clause-FreeBSD MIT,Apache-2.0|BSD-2-Clause,Approved,fsevents/node_modules/rc
react,16.11.0,true,New version and not exempt,,MIT,MIT,Approved,react
react-dom,16.11.0,true,New version and not exempt,,MIT,MIT,Approved,react-dom
react-is,16.11.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,react-is
react-tag-autocomplete,5.11.2,false,Exempt - Version closely related to 5.11.1,2,MIT,MIT,Approved,react-tag-autocomplete
readable-stream,2.3.6,false,Exempt - Version closely related to 2.3.2,2,KEYWORD MIT UNKNOWN,MIT,Needs Review,fsevents/node_modules/readable-stream
readable-stream,3.4.0,false,Previously pedigree reviewed,2,KEYWORD MIT UNKNOWN,MIT,Needs Review,bl/node_modules/readable-stream
readdirp,2.2.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,readdirp
rechoir,0.6.2,false,Previously pedigree reviewed,2,MIT,,Approved,rechoir
regex-cache,0.4.4,false,Exempt - Version closely related to 0.4.2,2,MIT,MIT,Approved,regex-cache
regex-not,1.0.2,false,Exempt - Version closely related to 1.0.0,2,MIT,MIT,Approved,regex-not
regexp.prototype.flags,1.2.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,regexp.prototype.flags
remove-trailing-separator,1.1.0,false,Previously pedigree reviewed,2,ISC,ISC,Approved,remove-trailing-separator
repeat-element,1.1.3,false,Exempt - Version closely related to 1.1.2,2,MIT,MIT,Approved,repeat-element
repeat-string,1.6.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,repeat-string
request,2.88.0,false,Previously pedigree reviewed,2,Apache-2.0,Apache-2.0,Approved,request
requestretry,1.13.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,requestretry
require-directory,2.1.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,require-directory
require-main-filename,1.0.1,false,Previously pedigree reviewed,2,ISC,ISC,Approved,webpack-dev-server/node_modules/require-main-filename
require-main-filename,2.0.0,false,Exempt - Expected license matched,2,ISC,ISC,Approved,require-main-filename
requires-port,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,requires-port
resolve,1.12.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,resolve
resolve-cwd,2.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,resolve-cwd
resolve-dir,1.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,resolve-dir
resolve-from,3.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,resolve-from
resolve-url,0.2.1,false,Previously pedigree reviewed,2,MIT X11,MIT,Approved,resolve-url
ret,0.1.15,false,Exempt - Version closely related to 0.1.13,2,MIT,MIT,Approved,ret
retry,0.12.0,false,Previously pedigree reviewed,2,MIT UNKNOWN,MIT,Needs Review,retry
rimraf,2.6.3,false,Exempt - Version closely related to 2.6.1,2,ISC,ISC,Approved,fsevents/node_modules/rimraf
rimraf,2.7.1,false,Previously pedigree reviewed,2,ISC,ISC,Approved,rimraf
ripemd160,2.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,ripemd160
run-queue,1.0.3,false,Previously pedigree reviewed,2,,ISC,Approved | Reference Only,run-queue
safe-buffer,5.1.2,false,Exempt - Version closely related to 5.1.0,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/safe-buffer
safe-regex,1.1.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,safe-regex
safer-buffer,2.1.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/safer-buffer
sax,1.2.4,false,Exempt - Version closely related to 1.2.1,2,ISC MIT UNKNOWN,ISC,Needs Review,fsevents/node_modules/sax
scheduler,0.17.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,scheduler
schema-utils,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,schema-utils
schema-utils,2.5.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,css-loader/node_modules/schema-utils
secure-keys,1.0.0,false,Previously pedigree reviewed,2,,MIT,Approved | Reference Only,secure-keys
select-hose,2.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,select-hose
selfsigned,1.10.7,false,Exempt - Version closely related to 1.10.4,2,MIT,MIT,Approved,selfsigned
semver,5.7.0,false,Previously pedigree reviewed,2,ISC,ISC,Approved,fsevents/node_modules/semver
semver,5.7.1,false,Exempt - Version closely related to 5.7.0,2,ISC,ISC,Approved,semver
semver,6.3.0,false,Previously pedigree reviewed,2,ISC,ISC,Approved,@kui-shell/plugin-k8s/node_modules/semver
send,0.16.2,false,Exempt - Version closely related to 0.16.1,2,MIT,MIT,Approved,express/node_modules/send
send,0.17.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/send
serialize-javascript,1.9.1,false,Exempt - Expected license matched,2,BSD-3-Clause,BSD-3-Clause,Approved,serialize-javascript
serialize-javascript,2.1.0,false,Exempt - Expected license matched,2,BSD-3-Clause,BSD-3-Clause,Approved,terser-webpack-plugin/node_modules/serialize-javascript
serve-index,1.9.1,false,Exempt - Version closely related to 1.9.0,2,MIT,MIT,Approved,serve-index
serve-static,1.13.2,false,Exempt - Version closely related to 1.13.1,2,MIT,MIT,Approved,express/node_modules/serve-static
serve-static,1.14.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/serve-static
set-blocking,2.0.0,false,Previously pedigree reviewed,2,ISC,ISC,Approved,fsevents/node_modules/set-blocking
set-value,2.0.1,false,Exempt - Version closely related to 2.0.0,2,MIT,MIT,Approved,set-value
setimmediate,1.0.5,false,Previously pedigree reviewed,2,MIT,MIT,Approved,setimmediate
setprototypeof,1.1.0,false,Previously pedigree reviewed,2,ISC,ISC,Approved,express/node_modules/setprototypeof
setprototypeof,1.1.1,false,Exempt - Version closely related to 1.1.0,2,ISC,ISC,Approved,@kui-shell/proxy/app/node_modules/setprototypeof
sha.js,2.4.11,false,Previously pedigree reviewed,2,BSD-3-Clause MIT,BSD-3-Clause,Approved,sha.js
shebang-command,1.2.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,shebang-command
shebang-loader,0.0.1,true,New package and not exempt,,MIT,MIT,Approved,shebang-loader
shebang-regex,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,shebang-regex
shelljs,0.8.3,false,Previously pedigree reviewed,2,BSD-3-Clause MIT UNKNOWN,BSD-3-Clause,Needs Review,shelljs
signal-exit,3.0.2,false,Previously pedigree reviewed,2,ISC,ISC,Approved,fsevents/node_modules/signal-exit
simple-concat,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,simple-concat
simple-get,3.1.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,simple-get
simple-html-tokenizer,0.1.1,true,New package and not exempt,,MIT,MIT,Approved,simple-html-tokenizer
snapdragon,0.8.2,false,Exempt - Version closely related to 0.8.1,2,MIT,MIT,Approved,snapdragon
snapdragon-node,2.1.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,snapdragon-node
snapdragon-util,3.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,snapdragon-util
sockjs,0.3.19,false,Previously pedigree reviewed,2,MIT,MIT,Approved,sockjs
sockjs-client,1.4.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,sockjs-client
sockjs-echo,0.0.0-unreleasable,false,Previously pedigree reviewed,2,,,No license information available,sockjs/examples/echo
sockjs-express,0.0.0-unreleasable,false,Previously pedigree reviewed,2,,,No license information available,sockjs/examples/express
sockjs-hapi,0.0.0-unreleasable,false,Previously pedigree reviewed,2,,,No license information available,sockjs/examples/hapi
sockjs-koa,0.0.0-unreleasable,false,Previously pedigree reviewed,2,,,No license information available,sockjs/examples/koa
sockjs-multiplex,0.0.0-unreleasable,false,Previously pedigree reviewed,2,,,No license information available,sockjs/examples/multiplex
source-list-map,2.0.1,false,Exempt - Version closely related to 2.0.0,2,BSD-3-Clause MIT,MIT,Approved,source-list-map
source-map,0.5.7,false,Exempt - Expected license matched,2,BSD-3-Clause,BSD-3-Clause,Approved,snapdragon/node_modules/source-map
source-map,0.6.1,false,Previously pedigree reviewed,2,BSD-3-Clause,BSD-3-Clause,Approved,source-map
source-map-loader,0.2.4,false,Previously pedigree reviewed,2,MIT,MIT,Approved,source-map-loader
source-map-resolve,0.5.2,false,Exempt - Version closely related to 0.5.1,2,MIT X11,MIT,Approved,source-map-resolve
source-map-support,0.5.13,false,Exempt - Version closely related to 0.5.3,2,MIT,MIT,Approved,source-map-support
source-map-url,0.4.0,false,Previously pedigree reviewed,2,MIT X11,MIT,Approved,source-map-url
spdy,4.0.1,false,Exempt - Expected license matched,2,MIT,MIT,Approved,spdy
spdy-transport,3.0.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,spdy-transport
split-on-first,1.1.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,split-on-first
split-string,3.1.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,split-string
sprintf-js,1.0.3,false,Previously pedigree reviewed,2,BSD-3-Clause,BSD-3-Clause,Approved,sprintf-js
sshpk,1.16.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,sshpk
ssri,6.0.1,false,Exempt - Version closely related to 6.0.0,2,ISC,ISC,Approved,ssri
static-extend,0.1.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,static-extend
statuses,1.4.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,express/node_modules/statuses
statuses,1.5.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/statuses
stream-browserify,2.0.2,false,Exempt - Version closely related to 2.0.1,2,MIT,MIT,Approved,stream-browserify
stream-each,1.2.3,false,Exempt - Version closely related to 1.2.0,2,MIT,MIT,Approved,stream-each
stream-http,2.8.3,false,Previously pedigree reviewed,2,MIT,MIT,Approved,stream-http
stream-shift,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,stream-shift
strict-uri-encode,2.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,strict-uri-encode
string-width,1.0.2,false,Exempt - Version closely related to 1.0.1,2,MIT,MIT,Approved,fsevents/node_modules/string-width
string-width,2.1.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,webpack-dev-server/node_modules/string-width
string-width,3.1.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,webpack-cli/node_modules/string-width
string.prototype.codepointat,0.2.1,false,Exempt - Version closely related to 0.2.0,2,MIT,MIT,Approved,string.prototype.codepointat
string.prototype.trimleft,2.1.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,string.prototype.trimleft
string.prototype.trimright,2.1.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,string.prototype.trimright
string_decoder,1.1.1,false,Previously pedigree reviewed,2,KEYWORD MIT UNKNOWN,MIT,Needs Review,fsevents/node_modules/string_decoder
strip-ansi,3.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,cliui/node_modules/strip-ansi
strip-ansi,4.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,webpack-dev-server/node_modules/cliui/node_modules/strip-ansi
strip-ansi,5.2.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,strip-ansi
strip-eof,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,strip-eof
strip-json-comments,2.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,fsevents/node_modules/strip-json-comments
supports-color,5.5.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,chalk/node_modules/supports-color
supports-color,6.1.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,supports-color
svg-inline-loader,0.8.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,svg-inline-loader
tabbable,3.1.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,tabbable
tapable,1.1.3,false,Previously pedigree reviewed,2,MIT,MIT,Approved,tapable
tar,4.4.8,false,Exempt - Version closely related to 4.4.4,2,ISC,ISC,Approved,fsevents/node_modules/tar
tar-fs,2.0.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,tar-fs
tar-stream,2.1.0,true,New version and not exempt,,MIT,MIT,Approved,tar-stream
templates,1.0.0,true,New package and not exempt,,,Apache-2.0,Approved | Reference Only,@kui-shell/core/templates
terser,4.3.9,true,New version and not exempt,,BSD-2-Clause UNKNOWN,BSD-2-Clause,Needs Review,terser
terser-webpack-plugin,1.4.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,webpack/node_modules/terser-webpack-plugin
terser-webpack-plugin,2.1.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,terser-webpack-plugin
tests,1.0.0,false,Previously pedigree reviewed,2,Apache-2.0,Apache-2.0,Approved,@kui-shell/core/tests
through2,2.0.5,false,Exempt - Version closely related to 2.0.0,2,MIT,MIT,Approved,through2
thunky,1.1.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,thunky
timers-browserify,2.0.11,false,Exempt - Version closely related to 2.0.2,2,KEYWORD MIT UNKNOWN,MIT,Needs Review,timers-browserify
tmp,0.1.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,tmp
to-arraybuffer,1.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,to-arraybuffer
to-object-path,0.3.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,to-object-path
to-regex,3.0.2,false,Exempt - Version closely related to 3.0.1,2,MIT,MIT,Approved,to-regex
to-regex-range,2.1.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,to-regex-range
to-string-loader,1.1.5,true,New package and not exempt,,,BSD-3-Clause,Approved | Reference Only,to-string-loader
toidentifier,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/toidentifier
tough-cookie,2.4.3,false,Previously pedigree reviewed,2,BSD-3-Clause,BSD-3-Clause,Approved,tough-cookie
tslib,1.10.0,false,Previously pedigree reviewed,2,Apache-2.0,Apache-2.0,Approved,tslib
tty-browserify,0.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,tty-browserify
tunnel-agent,0.6.0,false,Previously pedigree reviewed,2,Apache-2.0,Apache-2.0,Approved,tunnel-agent
